SPDR Gold Shares (New York Stock Exchange Arca),
"The "SPDR" trademark is used under license from The McGraw-Hill Companies, Inc. ("McGraw-Hill"). No financial product offered by SPDR" Gold Trust, or its affiliates is sponsored, endorsed, sold or promoted by McGraw-Hill."
"Note: This document is for information purposes only and is subject to change without notice. No part of this document may be reproduced in any manner without the written permission of SPDR Gold Shares spdrgoldshares@ssga.com. Under no circumstances should it be used or considered as an offer to sell or a solicitation of any offer to buy the securities or other instruments mentioned in it"
"Note: SPDR Gold Shares does not represent that this information is accurate or complete and it should not be relied upon as such. SPDR Gold Shares is not responsible for any loss, damage, expense or claim, howsoever arising, suffered as a result of reliance on the data contained within this file."
"Note: On dates where the LBMA Gold Price is not published the most recently available LBMA Gold Price is used."
"*Note:  Since March 20, 2015, the Trust has been using the LBMA Gold Price PM as the price of gold in determining the value of the Trust's gold.  Before that date, the Trust used the London PM Fix, which was discontinued on March 19, 2015. All references to LBMA gold price have been provided for informational purposes only. ICE benchmark administration limited accepts no liability or responsibility for the accuracy of the prices or the underlying product to which the prices may be referenced."
Date, GLD Close, LBMA Gold Price, NAV per GLD in Gold, NAV/share at 10.30 a.m. NYT, Indicative Price of GLD at 4.15 p.m. NYT, Mid point of bid/ask spread at 4.15 p.m. NYT#, Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT, Daily Share Volume, Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT, Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT, Total Net Asset Value in the Trust
20-Sep-2006, 57.26, $580.25, 99.274500, 57.60404597, 57.321, $57.28, -0.072%, 5380800, 12501915.89, 388.85, 7252349388.00
21-Sep-2006, 57.95, $578.75, 99.273300, 57.45446578, 58.025, $57.98, -0.078%, 5380800, 12501915.89, 388.85, 7233517241.87
22-Sep-2006, 58.50, $589.00, 99.272700, 58.47165372, 58.511, $58.49, -0.036%, 3319400, 12422497.68, 386.38, 7314803879.45
25-Sep-2006, 58.50, $584.75, 99.269200, 58.04771, 58.514, $58.43, -0.152%, 3792300, 12422497.68, 386.38, 7261768358.82
26-Sep-2006, 58.74, $591.00, 99.268500, 58.66769414, 58.727, $58.72, -0.020%, 2763400, 12422497.68, 386.38, 7339328537.43
27-Sep-2006, 59.81, $593.75, 99.267500, 58.94012471, 59.818, $59.84, 0.028%, 2763400, 12422497.68, 386.38, 7373409600.68
28-Sep-2006, 59.79, $603.00, 99.267000, 59.85799872, 59.768, $59.76, -0.013%, 3929300, 12422497.68, 386.38, 7488235640.44
29-Sep-2006, 59.47, $599.25, 99.265700, 59.4849698, 59.460, $59.48, 0.034%, 3200900, 12422497.68, 386.38, 7441569721.79
02-Oct-2006, 59.15, $600.60, 99.262500, 59.61706841, 59.172, $59.18, 0.005%, 2018800, 12422497.68, 386.38, 7458095258.19
03-Oct-2006, 57.11, $582.25, 99.260200, 57.79427011, 57.115, $57.10, -0.035%, 5220400, 12422497.68, 386.38, 7230063191.33
04-Oct-2006, 56.37, $573.60, 99.258500, 56.93469649, 56.275, $56.35, 0.133%, 8149100, 12517589.11, 389.34, 7179465228.97
05-Oct-2006, 56.92, $573.30, 99.257400, 56.90429274, 56.958, $56.91, -0.084%, 8149100, 12517589.11, 389.34, 7175631314.32
06-Oct-2006, 56.99, $560.75, 99.256100, 55.65786625, 56.953, $56.97, 0.021%, 4281000, 12517589.11, 389.34, 7018456933.93
09-Oct-2006, 57.20, $575.25, 99.253100, 57.09539449, 57.179, $57.22, 0.063%, 2688300, 12517589.11, 389.34, 7199729245.64
10-Oct-2006, 57.00, $571.40, 99.252000, 56.71259441, 56.945, $56.97, 0.035%, 3422000, 12517589.11, 389.34, 7151458154.57
11-Oct-2006, 56.88, $574.10, 99.250900, 56.9799913, 56.870, $56.84, -0.053%, 2937500, 12547364.41, 390.26, 7202270900.63
12-Oct-2006, 57.49, $573.00, 99.249800, 56.87017423, 57.465, $57.47, 0.008%, 2777000, 12547364.41, 390.26, 7188390022.04
13-Oct-2006, 58.57, $586.10, 99.249100, 58.16993606, 58.571, $58.55, -0.044%, 3078300, 12547364.41, 390.26, 7352679917.56
16-Oct-2006, 59.17, $595.10, 99.246200, 59.06141796, 59.147, $59.12, -0.046%, 1985800, 12547364.41, 390.26, 7465363230.36
17-Oct-2006, 58.65, $590.00, 99.244900, 58.55451393, 58.590, $58.63, 0.068%, 2656900, 12547364.41, 390.26, 7401290560.97
18-Oct-2006, 58.59, $594.00, 99.244000, 58.95093638, 58.604, $58.55, -0.101%, 3677400, 12547364.41, 390.26, 7451398358.54
19-Oct-2006, 59.41, $597.25, 99.243000, 59.27290496, 59.436, $59.45, 0.024%, 2951900, 12547364.41, 390.26, 7492095186.81
20-Oct-2006, 58.78, $596.60, 99.241900, 59.20773247, 58.771, $58.75, -0.036%, 2951900, 12547364.41, 390.26, 7483857384.18
23-Oct-2006, 57.76, $582.75, 99.238000, 57.83096555, 57.738, $57.75, 0.012%, 3520300, 12547364.41, 390.26, 7309834044.90
24-Oct-2006, 58.17, $575.60, 99.236500, 57.12057963, 58.152, $58.13, -0.038%, 3558200, 12497746.11, 388.72, 7191480974.17
25-Oct-2006, 58.76, $580.75, 99.235700, 57.63117435, 58.717, $58.76, 0.073%, 4380600, 12497746.11, 388.72, 7255764850.54
26-Oct-2006, 59.29, $596.25, 99.235500, 59.16916821, 59.243, $59.30, 0.088%, 5241100, 12497746.11, 388.72, 7449398277.12
27-Oct-2006, 59.40, $596.25, 99.234400, 59.16851978, 59.451, $59.45, -0.002%, 3076600, 12497746.11, 388.72, 7449316639.87
30-Oct-2006, 59.90, $608.50, 99.231800, 60.38258495, 59.945, $59.92, -0.042%, 4675200, 12497746.11, 388.72, 7602167445.59
31-Oct-2006, 60.24, $603.75, 99.230400, 59.91040898, 60.158, $60.21, 0.086%, 4537200, 12497746.11, 388.72, 7542720490.70
01-Nov-2006, 61.36, $614.10, 99.230000, 60.93715715, 61.339, $61.38, 0.059%, 8454900, 12755744.16, 396.74, 7830424689.18
02-Nov-2006, 61.92, $620.75, 99.229300, 61.59660424, 61.874, $61.92, 0.074%, 6678000, 12854973.49, 399.83, 7976760251.98
03-Nov-2006, 62.30, $622.75, 99.228300, 61.79445946, 62.265, $62.30, 0.048%, 7358300, 12954201.85, 402.92, 8064176961.86
06-Nov-2006, 61.89, $626.10, 99.225300, 62.12496507, 61.817, $61.86, 0.070%, 3678000, 12989976.43, 404.03, 8132157928.39
07-Nov-2006, 62.04, $625.75, 99.224200, 62.08955185, 61.990, $62.02, 0.040%, 5327800, 12989976.43, 404.03, 8127522337.78
08-Nov-2006, 61.11, $623.20, 99.223000, 61.83582248, 61.117, $61.14, 0.029%, 5319200, 13168577.97, 409.59, 8205613703.54
09-Nov-2006, 62.95, $625.25, 99.222000, 62.03857625, 62.872, $62.93, 0.084%, 6633500, 13168577.97, 409.59, 8232519068.00
10-Nov-2006, 62.49, $629.30, 99.221000, 62.43979657, 62.414, $62.42, 0.010%, 4436800, 13168577.97, 409.59, 8285761004.91
13-Nov-2006, 62.19, $623.50, 99.217600, 61.862183, 62.149, $62.17, 0.034%, 4436800, 13168577.97, 409.59, 8209111684.10
14-Nov-2006, 61.63, $627.00, 99.216600, 62.20882622, 61.608, $61.65, 0.068%, 5680700, 13267794.60, 412.67, 8317320066.04
15-Nov-2006, 61.84, $617.75, 99.215200, 61.2902256, 61.777, $61.82, 0.061%, 3760200, 13367009.86, 415.76, 8255793389.07
16-Nov-2006, 61.31, $624.75, 99.214400, 61.9841942, 61.364, $61.33, -0.064%, 4344100, 13367009.86, 415.76, 8349270958.23
17-Nov-2006, 61.78, $620.50, 99.213100, 61.56176904, 61.725, $61.74, 0.016%, 3390600, 13367009.86, 415.76, 8292370290.03
20-Nov-2006, 61.78, $625.50, 99.210100, 62.05591673, 61.763, $61.77, 0.011%, 2947200, 13367009.86, 415.76, 8358931984.01
21-Nov-2006, 62.23, $624.50, 99.208900, 61.95600235, 62.213, $62.25, 0.059%, 2925100, 13367009.86, 415.76, 8345473515.88
22-Nov-2006, 62.50, $631.80, 99.208100, 62.67973394, 62.496, $62.50, 0.006%, 2925100, 13466218.05, 418.84, 8505639895.70
23-Nov-2006, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
24-Nov-2006, 63.50, $639.50, 99.206300, 63.44246289, 63.313, $63.49, 0.279%, 6885100, 13615027.58, 423.47, 8704305905.62
27-Nov-2006, 63.70, $638.75, 99.203000, 63.36595176, 63.630, $63.68, 0.071%, 5248500, 13674549.41, 425.32, 8731828153.76
28-Nov-2006, 63.57, $637.00, 99.201800, 63.19159843, 63.480, $63.54, 0.087%, 5248500, 13674549.41, 425.32, 8707802263.26
29-Nov-2006, 63.16, $637.50, 99.200800, 63.24052, 63.132, $63.20, 0.108%, 4005900, 14001912.44, 435.50, 8923237754.95
30-Nov-2006, 64.39, $646.70, 99.200200, 64.15277214, 63.132, $64.40, 0.108%, 6367800, 14200312.84, 441.68, 9180261687.43
01-Dec-2006, 64.12, $648.75, 99.199200, 64.35549549, 64.058, $64.11, 0.073%, 6362300, 14200312.84, 441.68, 9209271404.12
04-Dec-2006, 64.12, $646.00, 99.195800, 64.0804906, 64.067, $64.13, 0.098%, 3465200, 14200312.84, 441.68, 9169918204.51
05-Dec-2006, 63.81, $645.90, 99.194700, 64.06987, 63.757, $63.80, 0.067%, 5251300, 14200312.84, 441.68, 9168398011.90
06-Dec-2006, 62.69, $636.00, 99.193000, 63.08676436, 62.630, $62.69, 0.096%, 6383600, 14200312.84, 441.68, 9027715979.86
07-Dec-2006, 62.73, $627.75, 99.191500, 62.26740565, 62.734, $62.77, 0.049%, 5378400, 14195232.96, 441.52, 8910479718.61
08-Dec-2006, 62.05, $637.40, 99.190500, 63.22407, 62.009, $62.04, 0.050%, 6076200, 14195232.96, 441.52, 9047364566.31
11-Dec-2006, 62.57, $626.75, 99.187100, 62.16554541, 62.512, $62.55, 0.061%, 3163800, 14195232.96, 441.52, 8895889547.71
12-Dec-2006, 62.52, $628.00, 99.186000, 62.28886027, 62.487, $62.50, 0.013%, 3016400, 14344012.08, 446.15, 9006969192.60
13-Dec-2006, 62.48, $624.00, 99.184900, 61.8913905, 62.392, $62.46, 0.101%, 3594900, 14433278.50, 448.92, 9005197317.63
14-Dec-2006, 62.12, $627.40, 99.183900, 62.22798103, 62.044, $62.08, 0.050%, 2227300, 14433278.50, 448.92, 9054171239.66
15-Dec-2006, 61.00, $623.75, 99.182700, 61.86523111, 61.007, $61.09, 0.128%, 7426700, 14433278.50, 448.92, 9001391126.66
18-Dec-2006, 61.04, $614.00, 99.179200, 60.89602935, 61.096, $61.09, -0.018%, 3871600, 14433278.50, 448.92, 8860372270.54
19-Dec-2006, 61.80, $620.50, 99.178300, 61.54014057, 61.768, $61.81, 0.068%, 3871600, 14433278.50, 448.92, 8954090452.71
20-Dec-2006, 61.62, $619.25, 99.177100, 61.41547045, 61.584, $61.61, 0.042%, 2979200, 14532456.81, 452.01, 8997366420.68
21-Dec-2006, 61.38, $620.50, 99.176100, 61.53879312, 61.350, $61.38, 0.049%, 2483300, 14532456.81, 452.01, 9015433191.35
22-Dec-2006, 61.65, $620.50, 99.175000, 61.46372129, 61.623, $61.55, -0.127%, 1364900, 14532456.81, 452.01, 9004435168.91
25-Dec-2006, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
26-Dec-2006, 61.98, $620.50, 99.170600, 61.46102703, 61.969, $61.98, 0.010%, 1975200, 14532456.81, 452.01, 9004040460.41
27-Dec-2006, 62.22, $628.50, 99.169900, 62.32832348, 62.214, $62.25, 0.058%, 2938300, 14532456.81, 452.01, 9131099389.59
28-Dec-2006, 62.90, $632.00, 99.169000, 62.67482842, 62.942, $62.96, 0.021%, 2538800, 14572124.43, 453.24, 9206932294.97
29-Dec-2006, 63.21, $632.00, 99.168100, 63.04116859, 63.145, $63.19, 0.063%, 2538800, 14572124.43, 453.24, 9260747666.58
01-Jan-2007, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
02-Jan-2007, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
03-Jan-2007, 62.28, $642.60, 99.163000, 63.72216885, 62.193, $62.27, 0.116%, 8061900, 14572124.43, 453.24, 9360786149.34
04-Jan-2007, 61.65, $628.70, 99.161100, 62.34263619, 61.688, $61.71, 0.028%, 4858600, 14572124.43, 453.24, 9158133255.62
05-Jan-2007, 60.17, $609.50, 99.158900, 60.43738032, 60.184, $60.16, -0.040%, 12499100, 14572124.43, 453.24, 8878251169.67
08-Jan-2007, 60.48, $609.50, 99.155600, 60.43539336, 60.445, $60.47, 0.033%, 3478000, 14566908.36, 453.08, 8877959285.15
09-Jan-2007, 60.85, $609.60, 99.154600, 60.44464716, 60.831, $60.80, -0.059%, 4168400, 14566908.36, 453.08, 8879318667.31
10-Jan-2007, 60.59, $608.40, 99.153500, 60.32499157, 60.587, $60.59, -0.003%, 3765900, 14566908.36, 453.08, 8861741261.23
11-Jan-2007, 60.63, $612.00, 99.152400, 60.68131002, 60.691, $60.67, -0.035%, 4639800, 14566908.36, 453.08, 8914084441.63
12-Jan-2007, 62.17, $619.75, 99.151500, 61.44914265, 62.133, $62.18, 0.076%, 5839700, 14428096.26, 448.76, 8940850256.63
15-Jan-2007, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
16-Jan-2007, 61.97, $627.05, 99.147300, 62.1703171, 62.006, $61.95, -0.090%, 3201000, 14428096.26, 448.76, 9045781137.46
17-Jan-2007, 62.64, $626.50, 99.146100, 62.02585219, 62.655, $62.69, 0.056%, 4515900, 14527242.44, 451.84, 9086787345.51
18-Jan-2007, 62.26, $635.00, 99.145300, 62.95728476, 62.243, $62.30, 0.083%, 4458100, 14527242.46, 451.84, 9223242217.08
19-Jan-2007, 63.00, $629.00, 99.144000, 62.36162895, 63.011, $63.02, 0.014%, 4458100, 14527242.46, 451.84, 9135978640.92
22-Jan-2007, 62.72, $639.00, 99.141100, 63.3511885, 62.748, $62.70, -0.085%, 3940800, 14527242.46, 451.84, 9280949115.79
23-Jan-2007, 64.23, $642.50, 99.140100, 63.69755767, 64.163, $64.21, 0.073%, 6306700, 14477672.37, 450.30, 9299843418.53
24-Jan-2007, 64.33, $642.10, 99.139000, 63.65719518, 64.281, $64.35, 0.107%, 5241200, 14477672.37, 450.30, 9293950496.95
25-Jan-2007, 64.06, $651.75, 99.138300, 64.61340173, 64.068, $64.06, -0.020%, 5984600, 14477672.37, 450.30, 9433556652.74
26-Jan-2007, 64.10, $645.50, 99.137000, 63.99293708, 64.068, $64.09, 0.027%, 3492600, 14477672.37, 450.30, 9342968813.11
29-Jan-2007, 63.77, $644.75, 99.133700, 63.91646245, 63.728, $63.76, 0.050%, 3492600, 14477672.37, 450.30, 9331803517.61
30-Jan-2007, 64.22, $645.20, 99.132600, 63.96038449, 64.173, $64.21, 0.058%, 3093900, 14477672.37, 450.30, 9338216129.92
31-Jan-2007, 64.83, $650.50, 99.131800, 64.48523708, 64.747, $64.81, 0.097%, 3093900, 14477672.37, 450.30, 9414844615.98
01-Feb-2007, 65.22, $660.20, 99.131100, 65.44639061, 65.168, $65.21, 0.064%, 6283300, 14596630.40, 454.00, 9633708698.10
02-Feb-2007, 64.28, $645.70, 99.129300, 64.00784172, 64.260, $64.27, 0.016%, 9078500, 14745324.47, 458.63, 9517966062.83
05-Feb-2007, 64.31, $649.40, 99.126300, 64.37263113, 64.268, $64.30, 0.050%, 2552800, 14745324.47, 458.63, 9572210249.49
06-Feb-2007, 64.79, $653.25, 99.125400, 64.75369351, 64.763, $64.75, -0.028%, 2928600, 14745324.47, 458.63, 9628874225.63
07-Feb-2007, 64.63, $653.75, 99.124300, 64.80256412, 64.614, $64.63, 0.017%, 3074900, 14844448.85, 461.71, 9700943848.58
08-Feb-2007, 65.52, $656.00, 99.123400, 65.02496447, 65.481, $65.54, 0.090%, 4729100, 14844448.85, 461.71, 9734237180.76
09-Feb-2007, 66.12, $664.50, 99.122800, 65.86711381, 66.100, $66.14, 0.060%, 6813800, 14840144.92, 461.58, 9860306936.67
12-Feb-2007, 65.67, $664.55, 99.119500, 65.86990491, 65.632, $65.65, 0.027%, 6813800, 14988824.26, 466.20, 9959529620.27
13-Feb-2007, 65.84, $667.80, 99.118500, 66.19135992, 65.839, $65.88, 0.062%, 4142505, 15038383.53, 467.74, 10041229300.25
14-Feb-2007, 66.37, $668.25, 99.117400, 66.23524362, 66.334, $66.38, 0.069%, 4172333, 15038383.53, 467.74, 10047886457.81
15-Feb-2007, 66.41, $664.75, 99.116300, 65.8875582, 66.368, $66.41, 0.063%, 7670600, 15296085.91, 475.76, 10166450235.54
16-Feb-2007, 66.36, $665.10, 99.115200, 65.92153204, 66.308, $66.34, 0.041%, 3200100, 15296085.91, 475.76, 10171692393.79
19-Feb-2007, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
20-Feb-2007, 65.31, $663.90, 99.110800, 65.79968, 65.307, $65.31, -0.003%, 3200100, 15296085.91, 475.76, 10152890469.67
21-Feb-2007, 67.28, $661.25, 99.109600, 65.53626067, 67.240, $67.29, 0.074%, 11074400, 15424928.47, 479.77, 10197442163.14
22-Feb-2007, 67.20, $676.60, 99.109000, 67.05720095, 67.166, $67.18, 0.021%, 6561700, 15623146.63, 485.93, 10568214874.66
23-Feb-2007, 67.72, $683.00, 99.108200, 67.69090166, 67.735, $67.73, -0.007%, 8124100, 15672700.73, 487.47, 10701931551.59
26-Feb-2007, 68.10, $685.75, 99.105000, 67.96128505, 68.114, $68.12, 0.009%, 5253800, 15672700.73, 487.47, 10744679165.80
27-Feb-2007, 65.41, $676.20, 99.103500, 67.01384418, 65.373, $65.41, 0.049%, 14903400, 15672700.73, 487.47, 10594888764.18
28-Feb-2007, 66.48, $664.20, 99.101900, 65.82354401, 66.383, $66.43, 0.071%, 8917100, 15474496.75, 481.31, 10275055224.59
01-Mar-2007, 65.82, $670.40, 99.101100, 66.43743401, 65.808, $65.83, 0.033%, 7078723, 15474496.75, 481.31, 10370883449.69
02-Mar-2007, 63.71, $651.90, 99.099200, 64.60278503, 63.705, $63.70, -0.008%, 13717500, 15474496.75, 481.31, 10084494743.58
05-Mar-2007, 62.93, $636.75, 99.095100, 63.09882861, 62.970, $62.94, -0.056%, 9828175, 15474496.75, 481.31, 9849727145.59
06-Mar-2007, 64.15, $643.75, 99.094300, 63.79205313, 64.138, $64.17, 0.050%, 6991400, 15469741.55, 481.16, 9957931885.03
07-Mar-2007, 64.34, $646.40, 99.093400, 64.05397314, 64.267, $64.34, 0.106%, 6131300, 15469741.55, 481.16, 9998825206.60
08-Mar-2007, 64.48, $654.25, 99.092400, 64.83120929, 64.524, $64.48, -0.076%, 4284200, 15667926.37, 487.32, 10249814189.26
09-Mar-2007, 64.25, $652.25, 99.091300, 64.63229825, 64.275, $64.24, -0.054%, 9022800, 15529198.55, 483.01, 10127881132.61
12-Mar-2007, 64.37, $647.75, 99.087900, 64.18422168, 64.496, $64.37, -0.204%, 4551300, 15529198.55, 483.01, 10057667537.15
13-Mar-2007, 63.72, $650.80, 99.086900, 64.48577443, 63.762, $63.71, -0.082%, 4330600, 15529198.55, 483.01, 10104920852.66
14-Mar-2007, 63.94, $643.25, 99.085600, 63.73685992, 63.865, $63.96, 0.141%, 7408700, 15331027.21, 476.84, 9860092235.18
15-Mar-2007, 63.95, $648.50, 99.084700, 64.2564395, 64.063, $63.95, -0.177%, 7000200, 15331027.21, 476.84, 9940471190.17
16-Mar-2007, 64.62, $653.20, 99.083700, 64.72150803, 64.815, $64.64, -0.271%, 5040100, 15331027.21, 476.84, 10012417291.73
19-Mar-2007, 64.76, $655.00, 99.080500, 64.89776126, 64.764, $64.78, 0.017%, 2989300, 15331027.21, 476.84, 10039683666.50
20-Mar-2007, 65.27, $659.00, 99.079500, 65.29345236, 65.199, $65.28, 0.124%, 4314600, 15331027.21, 476.84, 10100897079.35
21-Mar-2007, 65.82, $658.75, 99.078500, 65.26796, 65.867, $65.82, -0.079%, 5025400, 15331027.21, 476.84, 10100786384.59
22-Mar-2007, 65.78, $663.00, 99.077500, 65.68842385, 65.767, $65.77, -0.003%, 4719700, 15410289.26, 479.31, 10214549907.66
23-Mar-2007, 65.15, $656.25, 99.076200, 65.01877592, 65.103, $65.15, -0.064%, 5591800, 15410289.26, 479.31, 10110419654.85
26-Mar-2007, 65.84, $663.00, 99.073200, 65.68556639, 65.795, $65.83, -0.053%, 3907400, 15410289.26, 479.31, 10214105573.66
27-Mar-2007, 65.70, $664.00, 99.072200, 65.783947, 65.640, $65.67, -0.046%, 3222400, 15410289.26, 479.31, 10229403758.64
28-Mar-2007, 66.05, $666.75, 99.071200, 66.05575233, 66.006, $66.08, -0.112%, 6310000, 15410289.26, 479.31, 10271669486.62
29-Mar-2007, 65.65, $661.00, 99.069900, 65.48520082, 65.574, $65.65, -0.116%, 5386400, 15558894.11, 483.93, 10281176534.06
30-Mar-2007, 65.74, $661.75, 99.068800, 65.55880832, 65.767, $65.80, -0.043%, 4289600, 15558894.11, 483.93, 10292732906.33
02-Apr-2007, 65.84, $658.25, 99.065400, 65.20980246, 65.809, $65.86, -0.077%, 5375500, 15558894.11, 483.93, 10237938986.22
03-Apr-2007, 65.83, $664.25, 99.064600, 65.80368873, 65.833, $65.85, -0.026%, 4136100, 15598519.96, 485.16, 10357500606.07
04-Apr-2007, 66.81, $672.25, 99.063900, 66.59576805, 66.769, $66.79, -0.031%, 7122600, 15702424.81, 488.40, 10555429488.65
05-Apr-2007, 66.86, $673.50, 99.062900, 66.71887462, 66.833, $66.85, -0.025%, 3592000, 15900550.65, 494.56, 10708379381.84
06-Apr-2007, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
09-Apr-2007, 66.53, $673.50, 99.058500, 66.71595004, 66.548, $66.53, 0.027%, 3296400, 15900550.65, 494.56, 10707909981.13
10-Apr-2007, 67.16, $677.40, 99.057500, 67.10158319, 67.131, $67.15, -0.021%, 2736700, 15900550.65, 494.56, 10769804102.11
11-Apr-2007, 67.10, $678.20, 99.056400, 67.18010204, 67.076, $67.10, -0.028%, 4355700, 15900550.65, 494.56, 10782406377.98
12-Apr-2007, 66.98, $677.25, 99.055300, 67.08525145, 66.991, $66.99, 0.001%, 6021700, 15900550.65, 494.56, 10767182857.04
13-Apr-2007, 67.85, $681.75, 99.054300, 67.53032, 67.758, $67.81, -0.077%, 5060100, 15900550.65, 494.56, 10838616554.29
16-Apr-2007, 68.40, $686.50, 99.051200, 67.99867295, 68.345, $68.40, -0.073%, 7911500, 15900550.65, 494.56, 10913787007.98
17-Apr-2007, 68.00, $686.50, 99.050100, 68.1465294, 67.997, $68.00, 0.004%, 4154700, 16098651.03, 500.72, 11073811030.87
18-Apr-2007, 68.38, $688.75, 99.049100, 68.22008326, 68.220, $68.36, 0.205%, 4902700, 16098651.03, 500.72, 11085763529.98
19-Apr-2007, 67.53, $681.90, 99.047800, 67.54072302, 67.526, $67.55, -0.036%, 5342000, 16098651.03, 500.72, 10975367491.12
20-Apr-2007, 68.70, $691.40, 99.047000, 68.48112444, 68.575, $68.55, 0.036%, 3432200, 15910461.65, 494.87, 10998068587.29
23-Apr-2007, 68.26, $688.70, 99.043600, 68.21139001, 68.261, $68.23, 0.045%, 2487500, 15910461.65, 494.87, 10954749235.21
24-Apr-2007, 67.73, $688.40, 99.042500, 68.18092215, 67.755, $67.76, -0.007%, 5072400, 15860940.36, 493.33, 10915765637.50
25-Apr-2007, 67.89, $684.00, 99.041300, 67.74427633, 67.779, $67.88, -0.149%, 2613000, 15860940.36, 493.33, 10845858639.89
26-Apr-2007, 66.87, $673.00, 99.039800, 66.65378732, 66.832, $66.85, -0.019%, 4647400, 15860940.36, 493.33, 10671271349.25
27-Apr-2007, 67.56, $677.50, 99.038900, 67.09886229, 67.510, $67.50, 0.022%, 5231100, 15860940.36, 493.33, 10742527853.23
30-Apr-2007, 67.09, $677.00, 99.035600, 67.04712239, 67.102, $67.09, 0.025%, 2605000, 15860940.36, 493.33, 10734244294.83
01-May-2007, 66.69, $673.60, 99.034300, 66.70955686, 66.695, $66.67, 0.045%, 3940900, 15860940.36, 493.33, 10680200053.05
02-May-2007, 66.66, $669.50, 99.033000, 66.30264751, 66.605, $66.65, -0.060%, 4498900, 15623260.96, 485.93, 10455927514.02
03-May-2007, 67.49, $674.20, 99.032200, 66.76754249, 67.461, $67.47, -0.013%, 4498900, 15623260.96, 485.93, 10529241450.33
04-May-2007, 68.19, $688.80, 99.031900, 68.21320971, 68.169, $68.17, 0.006%, 3312600, 15618263.31, 485.78, 10757223171.38
07-May-2007, 68.25, $688.80, 99.028700, 68.21096711, 68.236, $68.25, -0.013%, 1992100, 15618263.31, 485.78, 10756869513.11
08-May-2007, 67.88, $684.25, 99.027500, 67.75960248, 67.854, $67.85, 0.013%, 2475300, 15618263.31, 485.78, 10685689310.33
09-May-2007, 67.45, $683.00, 99.026400, 67.63506399, 67.412, $67.43, -0.027%, 4646300, 15618263.31, 485.78, 10666049591.70
10-May-2007, 66.00, $673.50, 99.025200, 66.69347386, 66.015, $66.00, 0.030%, 5534900, 15440017.95, 480.23, 10397512578.12
11-May-2007, 66.45, $669.00, 99.024000, 66.24707706, 66.470, $66.47, 0.00%, 2937300, 15440017.95, 480.23, 10327919313.43
14-May-2007, 66.28, $670.20, 99.020800, 66.36374324, 66.280, $66.26, 0.030%, 5534900, 15529139.57, 483.01, 10405834940.67
15-May-2007, 66.54, $668.25, 99.019670, 67.63506399, 66.566, $66.55, 0.032%, 2566300, 15618263.31, 485.78, 10666049591.70
16-May-2007, 65.60, $667.75, 99.018500, 66.11965067, 65.585, $65.63, -0.061%, 7266400, 15360808.01, 477.77, 10255157820.47
17-May-2007, 65.06, $656.75, 99.017160, 65.02951901, 65.079, $65.06, 0.037%, 8706900, 15083559.96, 469.15, 9903995743.31
18-May-2007, 65.52, $657.00, 99.016080, 65.05356569, 65.514, $65.51, 0.014%, 3154000, 15083559.96, 469.15, 9907658055.04
21-May-2007, 65.67, $658.00, 99.012860, 65.15046436, 65.675, $65.67, 0.008%, 10953600, 15083559.96, 469.15, 9922415722.04
22-May-2007, 65.22, $662.00, 99.011930, 65.54589995, 65.244, $65.22, 0.037%, 5886000, 15083559.96, 469.15, 9982640561.86
23-May-2007, 65.54, $662.05, 99.010850, 65.5501335, 65.501, $65.56, -0.090%, 5886000, 15083559.96, 469.15, 9983285332.78
24-May-2007, 64.75, $659.00, 99.009640, 65.2473511, 64.762, $64.73, 0.049%, 6222600, 15182569.60, 472.23, 10002418925.97
25-May-2007, 64.94, $655.30, 99.008390, 64.88019842, 64.945, $64.97, -0.031%, 4201600, 15182569.60, 472.23, 9946134418.52
28-May-2007, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
